"rental_id","owner_id","vehicle_id","location_id","rate_daily","rating","rentertripstaken","reviewcount","location_id-2","location_city","location_country","location_latitude","location_longitude","airport_city","vehicle_id-2","vehicle_make","vehicle_model","vehicle_type","vehicle_year","fueltype","estimated_car_price"
22154,1468529,288,588,"25.00","4.94",60,51,588,"Missouri City","US","29.554604","-95.541219","Houston",288,"Toyota","Corolla","sedan",2010,"GASOLINE","7000.00"
22155,4442142,69,2868,"34.00","5.00",5,4,2868,"Chantilly","US","38.875547","-77.422247","Washington",69,"Kia","Forte","hatchback",2014,"GASOLINE","10000.00"
22156,11077806,809,376,"45.00",NULL,0,0,376,"Wichita","US","37.739004","-97.435134","Wichita",809,"Jaguar","XJ","sedan",2013,"GASOLINE","25000.00"
22157,10041954,696,1387,"149.00",NULL,0,0,1387,"Jacksonville","US","30.072078","-81.549520","Jacksonville",696,"Chevrolet","Camaro","coupe",2016,"GASOLINE","28000.00"
22158,499176,691,940,"167.00","5.00",33,29,940,"Las Vegas","US","36.121984","-115.169647","Las Vegas",691,"Tesla","Model 3","sedan",2017,"ELECTRIC","40000.00"
22159,15082696,566,4822,"35.00","4.95",24,19,4822,"Inglewood","US","33.946587","-118.358803","Los Angeles",566,"Volkswagen","Passat","sedan",2014,"GASOLINE","15000.00"
22160,8808196,1961,3947,"60.00","4.94",19,18,3947,"Portland","US","45.564798","-122.593063","Portland",1961,"Toyota","Sienna","minivan",2019,"GASOLINE","35000.00"
22161,14253883,563,603,"55.00","5.00",5,4,603,"Inglewood","US","33.953196","-118.374688","Los Angeles",563,"Mercedes-Benz","C-Class","sedan",2015,"GASOLINE","25000.00"
22162,317278,619,5278,"169.00","5.00",15,12,5278,"Los Angeles","US","34.045133","-118.452135","Los Angeles",619,"Jaguar","F-TYPE","coupe",2018,"GASOLINE","60000.00"
22163,1045538,829,2278,"30.00","4.99",147,130,2278,"Shawnee","US","39.038063","-94.714339","Kansas City",829,"Chevrolet","Volt","sedan",2012,"HYBRID","8000.00"
22164,10606797,1291,1955,"177.00","5.00",10,10,1955,"Orlando","US","28.389599","-81.351591","Orlando",1291,"Porsche","911","coupe",2013,"GASOLINE","60000.00"
22165,1183022,1486,1000,"119.00","4.78",21,18,1000,"Orlando","US","28.414544","-81.242162","Orlando",1486,"Porsche","718 Cayman","coupe",2018,"GASOLINE","50000.00"
22166,9561728,1205,5426,"29.00","5.00",14,13,5426,"Miami","US","25.648368","-80.344742","Miami",1205,"Hyundai","Accent","hatchback",2019,"GASOLINE","16000.00"
22167,3716654,1807,505,"140.00","5.00",28,23,505,"Miami","US","25.817827","-80.212201","Miami",1807,"Tesla","Model 3","sedan",2019,"ELECTRIC","45000.00"
22168,909477,1121,4806,"200.00","4.94",19,18,4806,"Miami","US","25.795767","-80.187651","Miami",1121,"Tesla","Model S","sedan",2017,"ELECTRIC","55000.00"
22169,1300675,1428,5787,"26.00","4.63",25,19,5787,"Minneapolis","US","44.911366","-93.210250","Minneapolis",1428,"Toyota","Corolla","sedan",2011,"GASOLINE","8000.00"
22170,957100,710,4206,"59.00","4.94",107,85,4206,"El Cerrito","US","37.916399","-122.306848","Oakland",710,"Chevrolet","Camaro","coupe",2013,"GASOLINE","18000.00"
22171,1135852,982,2780,"36.00","4.86",53,49,2780,"Omaha","US","41.286372","-96.156411","Omaha",982,"Toyota","Yaris","hatchback",2007,"GASOLINE","5000.00"
22172,2312511,1282,340,"150.00","5.00",6,5,340,"Atlanta","US","33.884486","-84.463509","Atlanta",1282,"Tesla","Model X","suv",2016,"ELECTRIC","60000.00"
22173,1090921,1044,1181,"499.00","5.00",1,1,1181,"Bensenville","US","41.935687","-87.949430","Chicago",1044,"Ferrari","California","coupe",2010,"GASOLINE","80000.00"
22174,10128079,924,3182,"245.00","5.00",8,8,3182,"West Palm Beach","US","26.726225","-80.083566","West Palm Beach",924,"Chevrolet","Corvette","coupe",2019,"GASOLINE","65000.00"
22175,4020026,1731,2270,"59.00","5.00",79,75,2270,"Boca Raton","US","26.360337","-80.134264","West Palm Beach",1731,"Ford","Mustang","coupe",2017,"GASOLINE","28000.00"
22176,3887453,1437,5292,"104.00","4.94",102,82,5292,"Philadelphia","US","39.945079","-75.169776","Philadelphia",1437,"Audi","S5","coupe",2014,"GASOLINE","25000.00"
22177,2541813,59,2482,"88.00","4.92",56,51,2482,"Philadelphia","US","39.954210","-75.142867","Philadelphia",59,"BMW","3 Series","sedan",2017,"GASOLINE","30000.00"
22178,2568312,1095,991,"29.00","5.00",22,21,991,"Tempe","US","33.394870","-111.938394","Phoenix",1095,"Chevrolet","Spark","hatchback",2019,"GASOLINE","14000.00"
22179,3410675,788,4481,"33.00","4.96",25,23,4481,"Phoenix","US","33.450373","-111.986946","Phoenix",788,"Nissan","Versa Note","hatchback",2015,"GASOLINE","12000.00"
22180,3632429,1167,3476,"299.00","5.00",55,49,3476,"Cary","US","35.750561","-78.777946","Raleigh/Durham",1167,"Porsche","911","coupe",2010,"GASOLINE","60000.00"
22181,12073494,1930,1615,"142.00","5.00",5,5,1615,"Morrisville","US","35.889356","-78.833113","Raleigh/Durham",1930,"Tesla","Model 3","sedan",2020,"ELECTRIC","45000.00"
22182,2263885,867,4517,"99.00","4.82",77,67,4517,"San Diego","US","32.725665","-117.196124","San Diego",867,"Porsche","Boxster","convertible",2013,"GASOLINE","30000.00"
22183,7212405,459,1266,"100.00","4.98",57,51,1266,"Phoenix","US","33.670502","-112.122853","Phoenix",459,"Tesla","Model S","sedan",2013,"ELECTRIC","40000.00"
22184,64265,759,1460,"29.00","4.64",19,14,1460,"San Antonio","US","29.514192","-98.537739","San Antonio",759,"Hyundai","Sonata","sedan",2012,"GASOLINE","8000.00"
22185,15172827,100,4925,"30.00","5.00",7,5,4925,"Edgewood","US","47.239750","-122.291285","Seattle",100,"Chevrolet","Sonic","hatchback",2019,"GASOLINE","18000.00"
22186,5235667,1358,3319,"39.00","5.00",3,3,3319,"Seattle","US","47.425763","-122.297508","Seattle",1358,"Toyota","Prius","sedan",2014,"HYBRID","14000.00"
22187,1868526,432,1067,"44.00","5.00",2,2,1067,"Sumner","US","47.145949","-122.185149","Seattle",432,"MINI","Cooper","hatchback",2013,"GASOLINE","12000.00"
22188,10413560,654,3572,"23.00","5.00",21,17,3572,"Altamonte Springs","US","28.640594","-81.388966","Orlando",654,"Kia","Spectra","hatchback",2009,"GASOLINE","4000.00"
22189,449556,1538,1958,"35.00","5.00",2,1,1958,"Orlando","US","28.477023","-81.396625","Orlando",1538,"Lincoln","MKZ","sedan",2014,"GASOLINE","18000.00"
22190,4993965,926,2753,"34.00","4.80",18,15,2753,"San Bruno","US","37.632164","-122.412087","San Francisco",926,"Toyota","Yaris","hatchback",2009,"GASOLINE","5000.00"
22191,861192,1694,849,"159.00","4.93",88,74,849,"San Jose","US","37.426358","-121.970598","San Jose",1694,"Porsche","911","coupe",2014,"GASOLINE","70000.00"
22192,8802840,1685,681,"65.00","5.00",22,17,681,"Nashville","US","36.153115","-86.793428","Nashville",1685,"Ford","Explorer","suv",2018,"GASOLINE","35000.00"
22193,3677277,754,5194,"225.00","5.00",48,43,5194,"Santa Ana","US","33.697955","-117.865792","Santa Ana",754,"Chevrolet","Corvette","coupe",2017,"GASOLINE","50000.00"
22194,11592515,1731,5819,"72.00","5.00",19,16,5819,"Tampa","US","28.005439","-82.559131","Tampa",1731,"Ford","Mustang","coupe",2017,"GASOLINE","28000.00"
22195,2139082,292,3403,"119.00","4.99",77,72,3403,"Phoenix","US","33.394568","-112.117059","Phoenix",292,"Dodge","Charger","sedan",2017,"GASOLINE","25000.00"
22196,14667658,1807,390,"172.00","5.00",1,1,390,"Finleyville","US","40.258524","-79.995945","Pittsburgh",1807,"Tesla","Model 3","sedan",2019,"ELECTRIC","45000.00"
22197,1092883,640,132,"299.00","5.00",1,1,132,"Pittsburgh","US","40.502223","-80.054779","Pittsburgh",640,"BMW","M3","coupe",2012,"GASOLINE","25000.00"
22198,7256383,407,4858,"139.00","5.00",21,18,4858,"Saco","US","43.496307","-70.413780","Portland",407,"Tesla","Model 3","sedan",2018,"ELECTRIC","40000.00"
22199,9552456,370,2517,"49.00","4.90",65,48,2517,"Reno","US","39.506943","-119.779355","Reno",370,"Hyundai","Elantra","sedan",2017,"GASOLINE","16000.00"
22200,8577793,1517,3570,"170.00","5.00",6,5,3570,"Hayward","US","37.685395","-122.070415","Oakland",1517,"Audi","A8 L","sedan",2019,"GASOLINE","40000.00"
22201,1943700,1977,300,"399.00","5.00",5,3,300,"Bellevue","US","47.546845","-122.195002","Seattle",1977,"Alfa Romeo","4C","coupe",2016,"GASOLINE","48000.00"
22202,3158815,14,1576,"39.00","4.98",69,59,1576,"Orlando","US","28.512290","-81.463704","Orlando",14,"Hyundai","Elantra","sedan",2019,"GASOLINE","20000.00"
22203,9552456,931,2826,"45.00","4.29",16,7,2826,"Reno","US","39.507224","-119.779513","Reno",931,"Kia","Forte","hatchback",2018,"GASOLINE","18000.00"
22204,12873033,909,3663,"75.00","4.92",12,12,3663,"Johnston","US","41.858115","-71.505513","Providence",909,"Lexus","IS 300","coupe",2016,"GASOLINE","30000.00"
22205,406847,168,4100,"144.00","4.75",17,16,4100,"East Greenwich","US","41.616108","-71.522017","Providence",168,"Mercedes-Benz","SL-Class","convertible",2009,"GASOLINE","30000.00"
22206,864946,924,5236,"229.00","4.70",34,27,5236,"Miami","US","25.762985","-80.190110","West Palm Beach",924,"Chevrolet","Corvette","coupe",2019,"GASOLINE","65000.00"
22207,5339988,235,3709,"71.00","5.00",59,55,3709,"Phoenix","US","33.449401","-111.987512","Phoenix",235,"BMW","4 Series Gran Coupe","coupe",2016,"GASOLINE","30000.00"
22208,4325673,522,1523,"79.00","5.00",9,7,1523,"Salt Lake City","US","40.767654","-111.904183","Salt Lake City",522,"Audi","Q7","suv",2015,"GASOLINE","24000.00"
22209,7966843,1783,4511,"140.00","5.00",3,1,4511,"Chicago","US","41.960111","-87.728335","Chicago",1783,"Ford","Transit Wagon","van",2015,"GASOLINE","20000.00"
22210,9809595,1760,630,"84.00","4.87",31,31,630,"Orlando","US","28.370702","-81.261863","Orlando",1760,"Maserati","Ghibli","coupe",2015,"GASOLINE","45000.00"
22211,9743713,1923,4154,"48.00","5.00",17,16,4154,"Honolulu","US","21.299230","-157.862590","Honolulu",1923,"Nissan","Rogue","suv",2017,"GASOLINE","20000.00"
22212,10413163,1760,3330,"135.00","5.00",41,39,3330,"Atlanta","US","33.668602","-84.418653","Atlanta",1760,"Maserati","Ghibli","coupe",2015,"GASOLINE","45000.00"
22213,792702,1866,3197,"58.00",NULL,0,0,3197,"Dallas","US","32.806222","-96.794152","Dallas",1866,"Audi","A4","sedan",2018,"GASOLINE","18000.00"
22214,11489633,489,560,"48.00","4.92",13,12,560,"Irvine","US","33.700536","-117.714131","Santa Ana",489,"Mazda","CX-5","suv",2018,"GASOLINE","25000.00"
22215,5821612,142,4452,"35.00","4.79",44,34,4452,"Raleigh","US","35.860324","-78.721545","Raleigh/Durham",142,"Honda","CR-V","suv",2007,"GASOLINE","5000.00"
22216,8817744,1861,2510,"39.00","4.98",50,45,2510,"Las Vegas","US","36.127052","-115.118392","Las Vegas",1861,"Volkswagen","Jetta","sedan",2018,"GASOLINE","18000.00"
22217,5887443,457,4657,"39.00","4.80",36,30,4657,"Houston","US","30.019536","-95.381183","Houston",457,"Toyota","RAV4","suv",2012,"GASOLINE","12000.00"
22218,3856661,692,3418,"79.00",NULL,2,0,3418,"Loveland","US","40.411089","-104.996516","Denver",692,"Honda","CR-V","suv",2016,"GASOLINE","20000.00"
22219,37089,1327,2252,"110.00",NULL,0,0,2252,"Houston","US","30.013329","-95.467685","Houston",1327,"Ford","F-150","truck",2018,"GASOLINE","35000.00"
22220,844760,1621,2019,"217.00","4.92",16,13,2019,"Jersey City","US","40.726423","-74.033357","Newark",1621,"HUMMER","H2","suv",2008,"GASOLINE","20000.00"
22221,15729829,99,1484,"65.00","5.00",1,1,1484,"Lincoln Park","US","40.922243","-74.313700","Newark",99,"Jeep","Cherokee","suv",2017,"GASOLINE","22000.00"
22222,4670126,1382,5260,"77.00","4.90",69,63,5260,"Aurora","US","39.750627","-104.849469","Denver",1382,"Nissan","Frontier","truck",2008,"GASOLINE","8000.00"
22223,5887443,1331,4813,"37.00","4.75",78,69,4813,"Houston","US","30.018914","-95.380667","Houston",1331,"Nissan","Rogue","suv",2013,"GASOLINE","10000.00"
22224,2152137,1118,3199,"55.00","4.83",27,24,3199,"Spring","US","30.055384","-95.389545","Houston",1118,"FIAT","500X","suv",2016,"GASOLINE","14000.00"
22225,5887443,1349,2387,"42.00","4.89",32,28,2387,"Houston","US","30.019648","-95.380675","Houston",1349,"Ford","F-150","truck",2010,"GASOLINE","12000.00"
22226,5887443,1000,4799,"45.00","4.88",18,17,4799,"Houston","US","30.019523","-95.381089","Houston",1000,"Jeep","Renegade","suv",2017,"GASOLINE","18000.00"
22227,10120701,1768,5021,"129.00","5.00",24,22,5021,"Denver","US","39.742407","-105.039744","Denver",1768,"Porsche","Cayenne","suv",2015,"GASOLINE","40000.00"
22228,5887443,1218,1838,"42.00","5.00",9,9,1838,"Houston","US","30.019360","-95.381796","Houston",1218,"Ford","Escape","suv",2017,"GASOLINE","22000.00"
22229,3280890,655,1784,"55.00","4.92",45,38,1784,"Santa Ana","US","33.675936","-117.866792","Santa Ana",655,"Alfa Romeo","Giulia","sedan",2019,"GASOLINE","34000.00"
22230,10373750,1174,4656,"85.00","5.00",16,14,4656,"Austin","US","30.137170","-97.794814","Austin",1174,"GMC","Yukon","suv",2012,"GASOLINE","15000.00"
22231,15106788,1292,2476,"110.00","5.00",3,1,2476,"Broomfield","US","39.943229","-105.008165","Denver",1292,"BMW","X6","suv",2019,"GASOLINE","60000.00"
22232,8482745,427,1277,"50.00","5.00",16,13,1277,"Denver","US","39.826340","-104.770781","Denver",427,"Mitsubishi","Outlander Sport","suv",2014,"GASOLINE","12000.00"
22233,1477199,1547,535,"56.00","5.00",2,2,535,"Andover","US","37.717652","-97.144265","Wichita",1547,"Nissan","Frontier","truck",2019,"GASOLINE","30000.00"
22234,1545357,1456,3624,"95.00","4.67",6,6,3624,"Wichita","US","37.691844","-97.371625","Wichita",1456,"Lexus","NX 200t","suv",2017,"GASOLINE","30000.00"
22235,14606467,1050,4513,"69.00","5.00",7,7,4513,"Aurora","US","39.721874","-104.695083","Denver",1050,"Ford","Explorer","suv",2015,"GASOLINE","25000.00"
22236,3856661,1452,332,"99.00","4.59",51,39,332,"Loveland","US","40.410287","-104.998124","Denver",1452,"Chevrolet","Express","van",2010,"GASOLINE","10000.00"
22237,4913195,1155,4913,"75.00","4.91",25,23,4913,"Aurora","US","39.820145","-104.690445","Denver",1155,"Toyota","Tacoma","truck",2020,"GASOLINE","35000.00"
22238,106644,1709,3949,"42.00","4.93",152,130,3949,"Indianapolis","US","39.913024","-86.135739","Indianapolis",1709,"Chevrolet","Silverado 1500","truck",2009,"GASOLINE","10000.00"
22239,4057191,1704,4050,"60.00","4.82",149,109,4050,"Lakewood","US","39.734553","-105.080122","Denver",1704,"Toyota","RAV4","suv",2010,"GASOLINE","8000.00"
22240,4993959,895,621,"85.00","4.97",43,36,621,"Denver","US","39.743478","-104.975133","Denver",895,"Toyota","4Runner","suv",2016,"GASOLINE","30000.00"
22241,3856661,1194,4068,"74.00","5.00",12,7,4068,"Loveland","US","40.408704","-104.996174","Denver",1194,"Dodge","Grand Caravan","minivan",2011,"GASOLINE","8000.00"
22242,106644,1406,2735,"64.00","4.98",140,126,2735,"Noblesville","US","40.000758","-86.065568","Indianapolis",1406,"Chrysler","Pacifica","van",2017,"GASOLINE","22000.00"
22243,1084544,282,4280,"199.00",NULL,0,0,4280,"Fishers","US","39.971908","-85.870870","Indianapolis",282,"Tesla","Model Y","suv",2020,"ELECTRIC","55000.00"
22244,3010808,585,153,"84.00","4.96",36,25,153,"Lakewood","US","39.707895","-105.136989","Denver",585,"Mercedes-Benz","GL-Class","suv",2013,"GASOLINE","20000.00"
22245,14841812,1902,4956,"108.00","5.00",15,15,4956,"Douglasville","US","33.724140","-84.732501","Atlanta",1902,"Audi","Q7","suv",2015,"DIESEL","24000.00"
22246,847810,830,1427,"50.00","5.00",55,46,1427,"Avon","US","39.789070","-86.373101","Indianapolis",830,"Hyundai","Tucson","suv",2019,"GASOLINE","25000.00"
22247,7011026,1306,4631,"102.00","4.81",32,27,4631,"Littleton","US","39.605484","-104.987313","Denver",1306,"Nissan","Pathfinder","suv",2017,"GASOLINE","30000.00"
22248,15731187,479,3165,"89.00",NULL,0,0,3165,"Avon","US","39.765078","-86.380608","Indianapolis",479,"Chevrolet","Equinox","suv",2017,"GASOLINE","22000.00"
22249,45702,1751,2033,"40.00",NULL,0,0,2033,"Austin","US","30.205999","-97.779891","Austin",1751,"Mazda","CX-5","suv",2014,"GASOLINE","15000.00"
22250,2459011,970,2960,"35.00","5.00",6,4,2960,"Portland","US","45.566845","-122.592416","Portland",970,"Audi","A4","sedan",2017,"GASOLINE","17000.00"
22251,9794111,498,4389,"33.00","5.00",32,27,4389,"Honolulu","US","21.292950","-157.836856","Honolulu",498,"Chevrolet","Cruze","sedan",2017,"GASOLINE","18000.00"
22252,10250575,1101,246,"49.00","4.74",28,23,246,"Atlanta","US","33.634150","-84.454896","Atlanta",1101,"Toyota","Corolla","sedan",2020,"GASOLINE","22000.00"
22253,4832217,1433,3980,"149.00","4.90",46,41,3980,"Denver","US","39.677562","-104.959217","Denver",1433,"Porsche","Macan","suv",2017,"GASOLINE","45000.00"
22254,3658429,1121,5760,"199.00","4.88",52,48,5760,"Hyattsville","US","38.969014","-76.953388","Washington",1121,"Tesla","Model S","sedan",2017,"ELECTRIC","55000.00"
22255,3856661,1321,4120,"59.00","5.00",20,15,4120,"Loveland","US","40.409918","-104.996847","Denver",1321,"Ford","Fusion","sedan",2011,"GASOLINE","8000.00"
22256,641610,217,1040,"25.00",NULL,0,0,1040,"Savannah","US","32.021164","-81.215446","Savannah",217,"Scion","xD","hatchback",2009,"GASOLINE","7000.00"
22257,2520469,1658,814,"30.00","4.80",27,25,814,"Alexandria","US","38.792584","-77.065029","Washington",1658,"Honda","Civic","sedan",2008,"GASOLINE","6000.00"
22258,2049133,1208,4538,"38.00","4.92",44,40,4538,"Chicago","US","41.901489","-87.706982","Chicago",1208,"Hyundai","Accent","hatchback",2017,"GASOLINE","14000.00"
22259,4886470,1979,3568,"29.00","5.00",52,48,3568,"Addison","US","41.912444","-87.991335","Chicago",1979,"Toyota","Prius","sedan",2006,"HYBRID","4000.00"
22260,15214991,1434,611,"50.00","5.00",10,7,611,"Madison","US","43.035218","-89.422825","Madison",1434,"Kia","Optima","sedan",2017,"GASOLINE","18000.00"
22261,1379869,407,5510,"250.00","5.00",2,2,5510,"Anchorage","US","61.114013","-149.904202","Anchorage",407,"Tesla","Model 3","sedan",2018,"ELECTRIC","40000.00"
22262,1177139,607,4047,"35.00","5.00",7,6,4047,"Wasilla","US","61.543917","-149.551318","Anchorage",607,"Nissan","Versa","sedan",2017,"GASOLINE","14000.00"
22263,1057995,1328,4899,"150.00",NULL,0,0,4899,"Atlanta","US","33.850502","-84.367464","Atlanta",1328,"BMW","X5","suv",2015,"GASOLINE","30000.00"
22264,626348,1874,4218,"55.00","5.00",52,48,4218,"Wilmington","US","39.753731","-75.558502","Philadelphia",1874,"Honda","Accord Hybrid","sedan",2017,"HYBRID","22000.00"
22265,15436077,1338,4231,"36.00","5.00",4,4,4231,"Pine Castle","US","28.459713","-81.365082","Orlando",1338,"Hyundai","Santa Fe Sport","suv",2016,"GASOLINE","20000.00"
22266,4886470,428,4242,"25.00","4.97",46,40,4242,"Addison","US","41.913201","-87.991747","Chicago",428,"Nissan","Versa","sedan",2009,"GASOLINE","5000.00"
22267,15751256,902,5403,"35.00",NULL,0,0,5403,"Davie","US","26.047171","-80.244496","Fort Lauderdale",902,"Toyota","C-HR","hatchback",2018,"GASOLINE","22000.00"
22268,9117913,1560,4472,"79.00","4.87",68,55,4472,"Honolulu","US","21.298122","-157.859434","Honolulu",1560,"Ford","Mustang","coupe",2018,"GASOLINE","30000.00"
22269,1010774,1229,1344,"399.00","5.00",16,15,1344,"Honolulu","US","21.301538","-157.854139","Honolulu",1229,"Acura","NSX","coupe",2017,"HYBRID","150000.00"
22270,53029,352,5109,"98.00","4.93",18,14,5109,"Atlanta","US","33.903877","-84.277873","Atlanta",352,"Mercedes-Benz","C-Class","sedan",2019,"GASOLINE","40000.00"
22271,14752326,212,4649,"96.00",NULL,0,0,4649,"Tampa","US","28.082946","-82.542147","Atlanta",212,"BMW","4 Series","coupe",2018,"GASOLINE","35000.00"
22272,226203,1683,344,"29.00","4.82",83,61,344,"Del Valle","US","30.217841","-97.662414","Austin",1683,"Toyota","Prius","sedan",2009,"HYBRID","6000.00"
22273,2459011,1248,4442,"40.00","4.80",8,5,4442,"Portland","US","45.568665","-122.591178","Portland",1248,"Audi","Q3","suv",2017,"GASOLINE","22000.00"
22274,5494464,1161,1642,"70.00","5.00",14,11,1642,"Dallas","US","32.824990","-96.791473","Dallas",1161,"Toyota","Tundra","truck",2019,"GASOLINE","40000.00"
22275,2459011,1753,1557,"40.00","4.71",106,92,1557,"Portland","US","45.567867","-122.591230","Portland",1753,"Lexus","LX 570","suv",2011,"GASOLINE","25000.00"
22276,10841398,426,4399,"112.00","5.00",40,36,4399,"West Windsor Township","US","40.305019","-74.626153","Philadelphia",426,"BMW","X2","suv",2019,"GASOLINE","40000.00"
22277,1709806,1923,5056,"42.00","4.99",127,113,5056,"Portland","US","45.543797","-122.587853","Portland",1923,"Nissan","Rogue","suv",2017,"GASOLINE","20000.00"
22278,5799832,810,4781,"155.00","4.93",20,15,4781,"Los Angeles","US","34.064125","-118.255063","Los Angeles",810,"Land Rover","Range Rover Sport","suv",2016,"DIESEL","40000.00"
22279,14731540,245,4610,"45.00","4.86",17,14,4610,"Portland","US","45.568414","-122.591292","Portland",245,"BMW","X1","suv",2017,"GASOLINE","30000.00"
22280,489060,526,4516,"70.00","4.25",10,8,4516,"Portland","US","45.589723","-122.595104","Portland",526,"Jeep","Wrangler","suv",2013,"GASOLINE","20000.00"
22281,8808196,827,3719,"47.00","4.94",20,16,3719,"Portland","US","45.564853","-122.593194","Portland",827,"Subaru","Outback","suv",2019,"GASOLINE","30000.00"
22282,8808196,827,4526,"47.00","4.79",21,19,4526,"Portland","US","45.564346","-122.593161","Portland",827,"Subaru","Outback","suv",2019,"GASOLINE","30000.00"
22283,8808196,827,4833,"49.00","4.93",50,43,4833,"Portland","US","45.563885","-122.594000","Portland",827,"Subaru","Outback","suv",2019,"GASOLINE","30000.00"
22284,8971113,508,4338,"55.00","5.00",1,1,4338,"Oregon City","US","45.355552","-122.595816","Portland",508,"Toyota","Tacoma","truck",2011,"GASOLINE","15000.00"
22285,2459011,1055,5443,"45.00",NULL,0,0,5443,"Portland","US","45.566707","-122.590914","Portland",1055,"Cadillac","SRX","suv",2014,"GASOLINE","18000.00"
22286,14428787,253,2849,"65.00","4.50",2,2,2849,"Albuquerque","US","35.108365","-106.598589","Albuquerque",253,"Ram","CV Tradesman","minivan",2014,"GASOLINE","18000.00"
22287,2459011,1506,3906,"40.00","4.71",81,66,3906,"Portland","US","45.567586","-122.590313","Portland",1506,"Audi","Q3","suv",2015,"GASOLINE","18000.00"
22288,8984688,1004,5173,"89.00","4.94",70,66,5173,"Milwaukie","US","45.422955","-122.627743","Portland",1004,"Jeep","Wrangler","suv",2012,"GASOLINE","18000.00"
22289,2459011,1614,828,"40.00","4.75",4,4,828,"Portland","US","45.567757","-122.591121","Portland",1614,"Honda","Odyssey","minivan",2015,"GASOLINE","20000.00"
22290,2459011,1803,2700,"55.00",NULL,1,0,2700,"Portland","US","45.567696","-122.591216","Portland",1803,"Toyota","RAV4","suv",2017,"GASOLINE","25000.00"
22291,5677923,291,1706,"175.00","5.00",8,6,1706,"Inglewood","US","33.947773","-118.339829","Los Angeles",291,"Mercedes-Benz","G-Class","suv",2013,"GASOLINE","70000.00"
22292,495552,1610,5560,"52.00","4.97",246,173,5560,"Brentwood","US","35.962453","-86.817485","Nashville",1610,"Chevrolet","Cruze","sedan",2014,"GASOLINE","10000.00"
22293,7153832,407,3389,"90.00","5.00",42,38,3389,"Ijamsville","US","39.396387","-77.313446","Baltimore",407,"Tesla","Model 3","sedan",2018,"ELECTRIC","40000.00"
22294,2774515,1046,1384,"38.00","4.93",51,43,1384,"Mount Pleasant","US","32.786690","-79.862310","Charleston",1046,"FIAT","500L","hatchback",2014,"GASOLINE","12000.00"
22295,11552057,1824,2153,"74.00","5.00",12,12,2153,"Charlotte","US","35.138297","-80.931565","Charlotte",1824,"Dodge","Challenger","coupe",2019,"GASOLINE","40000.00"
22296,2983459,836,1786,"50.00","5.00",7,7,1786,"Concord","US","35.404983","-80.663254","Charlotte",836,"Kia","Optima","sedan",2018,"GASOLINE","22000.00"
22297,8489353,1165,4371,"38.00","4.95",22,22,4371,"Dallas","US","32.930777","-96.821930","Dallas",1165,"Honda","Accord","sedan",2014,"GASOLINE","15000.00"
22298,5494464,58,870,"159.00","5.00",20,17,870,"Dallas","US","32.824416","-96.790200","Dallas",58,"Toyota","Supra","coupe",2020,"GASOLINE","50000.00"
22299,5420642,1785,4854,"74.00","5.00",66,61,4854,"Denver","US","39.794452","-104.773309","Denver",1785,"Dodge","Challenger","coupe",2017,"GASOLINE","30000.00"
22300,1025778,1301,4557,"35.00","5.00",4,3,4557,"Bedford","US","32.840329","-97.118334","Dallas-Fort Worth",1301,"Nissan","Sentra","sedan",2019,"GASOLINE","18000.00"
22301,10514891,1439,2359,"101.00","5.00",11,10,2359,"Edgewater","US","40.807609","-73.991427","Newark",1439,"Tesla","Model S","sedan",2016,"ELECTRIC","50000.00"
22302,1503573,1807,339,"126.00","5.00",20,18,339,"Tucson","US","32.256631","-110.931392","Tucson",1807,"Tesla","Model 3","sedan",2019,"ELECTRIC","45000.00"
22303,8095143,425,5484,"59.00","4.89",58,46,5484,"Cypress","US","29.978118","-95.652379","Houston",425,"Mercedes-Benz","C-Class","sedan",2016,"GASOLINE","30000.00"
22304,1821886,1908,4104,"129.00","4.83",22,18,4104,"Houston","US","29.727958","-95.480595","Houston",1908,"Maserati","Ghibli","coupe",2016,"GASOLINE","50000.00"
22305,10017171,1237,4222,"94.00","5.00",5,4,4222,"Indianapolis","US","39.757932","-86.135237","Indianapolis",1237,"BMW","5 Series","sedan",2012,"GASOLINE","15000.00"
22306,722440,168,601,"63.00","4.79",171,126,601,"Marina del Rey","US","33.981824","-118.460402","Los Angeles",168,"Mercedes-Benz","SL-Class","convertible",2009,"GASOLINE","30000.00"
22307,573624,1824,1146,"44.00","4.80",48,35,1146,"Inglewood","US","33.952008","-118.375208","Los Angeles",1824,"Dodge","Challenger","coupe",2019,"GASOLINE","40000.00"
22308,6069583,979,2202,"33.00","4.97",30,30,2202,"Newport Beach","US","33.627214","-117.908820","Los Angeles",979,"Honda","Civic Sedan","sedan",2019,"GASOLINE","22000.00"
22309,1318430,363,346,"169.00","4.90",125,108,346,"Santa Monica","US","34.027987","-118.499218","Los Angeles",363,"Porsche","Boxster","convertible",2014,"GASOLINE","35000.00"
22310,2459011,71,4279,"55.00","5.00",8,6,4279,"Portland","US","45.567749","-122.591221","Portland",71,"Mazda","CX-5","suv",2017,"GASOLINE","22000.00"
22311,3217019,256,97,"45.00","4.92",61,50,97,"East Los Angeles","US","34.013363","-118.142521","Los Angeles",256,"Dodge","Journey","suv",2018,"GASOLINE","20000.00"
